Text,X.M.._twitter_id,X.M..language..,Not-related, other flood identification,rain identification,disaster management,flood identification,consequence score,irony(politics,emotional (positive or negative),effects on social life,situation overview,weather warning,flood aid,volunteers,timeperiod,X.M..posted_time..,daynight,timeperiod(hourly)
#Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata https://t.co/TS53PbXGTD https://t.co/wBAG6ul94G ,7.73675973581628E+017,es,,N,Y,N,N,5,N,N,N,Y,N,N,N,24,08/09/2016 00:15:00,night,25
#Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata https://t.co/TS53PbXGTD https://t.co/yklmSrCPDG ,7.73645772441186E+017,es,,N,Y,N,N,5,N,N,N,Y,N,N,N,24,07/09/2016 22:15:00,night,23
"#Greece News: Three Dead After Flood in Kalamata, One Missing in Thessaloniki https://t.co/Dggx7Z64ya https://t.co/MI52FvvG5W ",7.73449001731498E+017,en,,Y,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 09:13:06,day,10
#Greece: 20 PIX of #Kalamata &amp; #Sparta flood destruction. https://t.co/ViIi8it9ni ,7.73561581950992E+017,en,,N,N,N,Y,3,N,N,N,Y,N,N,N,18,07/09/2016 16:40:27,day,17
"#Greece: Flash Floods hit Kalamata, Greece early morning: Torrential style rain fell at 4am... https://t.co/zmlYmj7Nf4 #news #TrueGreece ",7.73554917311062E+017,en,,N,Y,N,Y,2,N,N,N,Y,N,N,N,18,07/09/2016 16:13:58,day,17
"#Greece: Flash floods kill 3x in #Kalamata, 1 missing. https://t.co/h83InqRoeS ",7.73546946652836E+017,en,,N,N,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 15:42:18,day,16
"#Greece: Greece floods kill 4 people after heavy rain batters Thermaikos, Kalamata and Spar... https://t.co/HQcknUv4XU #news #TrueGreece ",7.73593238359859E+017,en,,Y,Y,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 18:46:15,day,19
"#Greece: Three Dead After Flood in Kalamata, One Missing in Thessaloniki: Three dead in the... https://t.co/ujK6CmHoNL #news #TrueGreece ",7.73462210517488E+017,en,,N,N,N,Y,5,N,N,N,Y,N,N,N,12,07/09/2016 10:05:35,day,11
#Hibai#Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata https://t.co/2tIQZ7Q7tj  … ,7.73682950445605E+017,es,,Y,Y,Y,Y,5,N,N,N,Y,N,N,N,24,08/09/2016 00:42:44,night,25
"#kalamata #nekri #plimmuria Μεγάλες καταστροφές στην Καλαμάτα,νεκρή γυναίκα και εγκλωβισμός φοιτητών![φωτο και ... https://t.co/lnxhed3VMp ",7.73419818355753E+017,el,,N,N,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 07:17:08,day,8
#kalamata #nekroi #plimmures Τρεις νεκροί στην Καλαμάτα από την θεομηνία! https://t.co/g0CAfPMWmW ,7.73450326905151E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 09:18:22,day,10
#KALAMATA Help locating and describing #flood damages with @signalert app Shared map at https://t.co/bBobU0Besd https://t.co/WRMqYDyV2y ,7.73555938024448E+017,en,,N,N,Y,Y,N,N,N,N,Y,N,N,N,18,07/09/2016 16:18:02,day,17
"#kalamata Oh god , I feel so sad for my hearted country . Hope all you are safe . Take care please !!💞 ",7.73586562584044E+017,en,,N,N,N,N,N,N,Pos,N,N,N,N,N,18,07/09/2016 18:19:43,day,19
#NaturalDisastersNews - Four die in Greek flash flood https://t.co/sLaeMYooOU ,7.73584358376608E+017,en,,N,N,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 18:10:58,day,19
"#NaturalDisastersNews - Greece floods kill 4 people after heavy rain batters Thermaikos, Kalamata and Sparta https://t.co/aP56fUtqv9 ",7.73592498082021E+017,en,,N,Y,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 18:43:18,day,19
"#News Greece floods kill 4 people after heavy rain batters Thermaikos, Kalamata and Sparta https://t.co/bbdBW7pQo2 ",7.7358972194771E+017,en,,N,Y,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 18:32:16,day,19
"#News: Greece floods kill 4 people after heavy rain batters Thermaikos, Kalamata and Sparta: Two men and two ... https://t.co/L9W0FnWYSH ",7.73591431512482E+017,en,,N,Y,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 18:39:04,day,19
"#TravelTips #Greece: Greece: Kalamata Airport Closes due to Bad... by @gtpgr, +7 more. https://t.co/BUNxSzBiSX #ttot ","7,74000619719754E+017",en,,N,N,Y,N,3,N,N,Y,Y,N,N,N,48,08/09/2016 21:45:02,night,46
#vimasociety Τρεις νεκροί από την κακοκαιρία στην Καλαμάτα - Αγνοείται 60χρονη στη Νέα Μηχανιώνα. https://t.co/56H1Y6Pl6Q ,7.73418360533115E+017,el,,Y,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 07:11:21,day,8
#vimasociety Τρεις νεκροί από την κακοκαιρία στην Καλαμάτα - Μία αγνοούμενη στη Νέα Μηχανιώνα. https://t.co/56H1Y6Pl6Q ,7.73508937241006E+017,el,,Y,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 13:11:16,day,14
#vrochi #xiromero Μεγάλη βροχή στο Ξηρόμερο ![φώτο] - Τις τελευταίες ώρες η περιοχή του Ξηρομέρου βρίσκεται υπό... https://t.co/DzuLQigq8d ,"7,73786254416703E+017",el,,N,Y,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 07:33:13,day,32
+ Ανυπολόγιστες οι ζημιές από τον ανεμοστρόβιλο σε Βαρθολομιό και Λεχαινά που σάρωσε τα πάντα –ΔΕΙΤΕ ΦΩΤΟ και ΒΙΝΤΕΟ https://t.co/zOnEzj4kQx ,"7,73921380710519E+017",el,,N,N,N,N,4,N,N,N,Y,N,N,N,48,08/09/2016 16:30:10,day,41
"+ Μεγάλες ζημιές σε Ηλεία, Μεσσηνία και Ζάκυνθο από την κακοκαιρία –Καταστράφηκε η παραγωγή της σταφίδας από τον… https://t.co/c3gDTENA2c ","7,73952329062027E+017",el,,Y,N,N,N,4,N,N,N,Y,N,N,N,48,08/09/2016 18:33:09,day,43
"+ Φονική κακοκαιρία-Μια γυναίκα νεκρή στην Καλαμάτα, αγνοούμενη στη Νέα Μηχανιώνα- Η πρόβλεψη του καιρού για την… https://t.co/W4H4BE0yIG ",7.73415319075422E+017,el,,Y,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:59:16,night,7
"+++ #ULTIMORA GRECIA alluvione e inondazione a Kalamata, 3 morti +++ https://t.co/uQOgLhuS1q ",7.73555793656443E+017,it, ,N,Y,N,Y,5,N,N,N,Y,N,N,N,18,07/09/2016 16:17:27,day,17
●●● LOUISIANA FLOOD HORSES ●●●OWNERS RESTRICTED FROM ANIMALS FOR SIX DAYS__HORSES LEFT STANDING IN CONTAMINATED... https://t.co/lZowFJR2SL ,7.73766855181767E+017,en,,N,N,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 06:16:08,night,31
★★★★ #webve #Taylor_Swift and #Tom_Hiddleston flood the internet again with breakup news https://t.co/LdZrWctBAI #cuatroestrellas ,7.73681015873151E+017,en,,N,N,N,N,N,N,N,N,N,N,N,N,24,08/09/2016 00:35:03,night,25
3 άνθρωποι νεκροί από νεροποντή στην Καλαματα. Για την πολιτειακή ηγεσία φταίει το El Nino και ο Θεός https://t.co/Ngt0YTlxgk ,"7,73813485528556E+017",el,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 09:21:26,day,34
3 άνθρωποι νεκροί από νεροποντή στην Καλαμάτα. Για την πολιτειακή ηγεσία φταίει το El Nino και ο Θεός. https://t.co/Ngt0YTlxgk ,7.73488461277987E+017,el,,N,Y,N,Y,5,N,N,N,Y,N,N,N,12,07/09/2016 11:49:54,day,12
3 νεκροί σε Μεσσηνία&amp;Καλαμάτα &amp;λένε οι μετεωρολόγοι οτι ειχαν προειδοποιήσει &amp; δν τους πίστευαν.Ε αφού σαν τον ψευτη βοσκό είχαν καταντήσει. ,7.73452599429399E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 09:27:24,day,10
3 οι νεκροί στη Καλαμάτα λέει τώρα στο #radio984 ο δήμαρχος Π. Νίκας! ,7.73406217431548E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:23:06,night,7
3 dead and 1 missing in the southwest Peloponnese near #Kalamata from flooding rains overnight according to local officials there #Greece ,7.73430192542978E+017,en,,N,Y,N,Y,5,N,N,N,Y,N,N,N,8,07/09/2016 07:58:22,day,8
9/86: Σεισμός στην Καλαμάτα 9/16: Πλημμύρες στην Καλαμάτα. Σύσταση : Να αποφεύγετε τον Σεπτέμβρη στην Καλαμάτα. ,7.73531188757668E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,18,07/09/2016 14:39:41,day,15
Αγανάκτηση και οργή #Καλαματαhttps://t.co/fysxrpWaar ,7.73592358139159E+017,el,,N,N,N,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:42:45,day,19
"Αγκαλιάζονται οι πλημμυροπαθείς με τον Σαμαρά στην Καλαμάτα.Αν ακολουθήσει και σεισμός, μην γκρινιάξετε ","7,73865711089353E+017",el,,N,N,N,Y,4,Y,Pos,N,Y,N,N,N,36,08/09/2016 12:48:57,day,37
Αγριεύει και πάλι ο καιρός στις πληγείσες περιοχές - Φόβοι για νέες φονικές πλημμύρες https://t.co/dTCTFXbvO2 ,"7,73900547644465E+017",el,,Y,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 15:07:23,day,40
Αγρίεψε ο καιρός: Πλημμύρες και ανεμοστρόβιλοι σάρωσαν τη δυτική Ελλάδα – NewsBomb https://t.co/H9YIGX6kWp https://t.co/dpraIHXgcq ,7.73358917774512E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,2,07/09/2016 03:15:08,night,4
Αγωνιά ο Σαμαράς – Πάει άρον άρον στην Καλαμάτα          https://t.co/P1k4zsY9LM ,7.7353447619432E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 14:52:45,day,15
"Άκαρπες oι έρευνες για τον εντοπισμό της 53χρονης, που χάθηκε στις πλημμύρες https://t.co/GvzhbgX4rX ",7.73770749366509E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,36,08/09/2016 06:31:37,night,31
"Άκαρπες oι έρευνες για τον εντοπισμό της 53χρονης, που χάθηκε στις πλημμύρες https://t.co/UGjOy3a0he ",7.73770751870501E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,36,08/09/2016 06:31:37,night,31
"Άκαρπες oι έρευνες για τον εντοπισμό της 53χρονης, που χάθηκε στις πλημμύρες https://t.co/VQm0nBSuhY ",7.73770739472147E+017,el,,N,N,N,Y,4,N,N,N,Y,N,N,N,36,08/09/2016 06:31:34,night,31
Ακυρώθηκαν οι πτήσεις από και προς την Καλαμάτα- Προβλήματα σε πολλές περιοχές λόγω της κακοκαιρίας https://t.co/no1nfIrhEB ,7.73551707238326E+017,el,,N,N,Y,N,4,N,N,N,Y,N,N,N,18,07/09/2016 16:01:13,day,17
Αλ Τσαντίρι #lakis: Μία νεκρή με κινητικά προβλήματα στην Μεσσηνία από την πλημμύρα (video): ... https://t.co/QqInEswfwo via @avgerinosx ,7.73412121489072E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,6,07/09/2016 06:46:33,night,7
ΑΛΗΘΕΙΑ: Η βροχή έδωσε την χαριστική βολή στην Εμποροπανήγυ... https://t.co/2yhm41clbe ,7.73453170429288E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,12,07/09/2016 09:29:40,day,10
Αλλαγή ελαστικών και καφές στο χέρι μέσα στην βροχή...μαγεία! ,7.73435453148111E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,8,07/09/2016 08:19:16,day,9
Αμα δεν ειχε πεσει ο Σαμαρας μπορει και να ηταν πρωτευουσα της χωρας σημερα η Καλαματα.. ,7.73508768072077E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,12,07/09/2016 13:10:36,day,14
Άμεσα μέτρα για τους πληγέντες από τις πλημμύρες ανακοίνωσε ο Τόσκας https://t.co/iJKdDTHW8u https://t.co/zuEmjlxUKy ,7.73732008589529E+017,el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 03:57:40,night,28
Αμεση επέμβαση του Δήμου σε πλημμύρα στο Ρίζωμα - https://t.co/aLZEbRkOY0 https://t.co/fBbvaBlbEK ,7.73610468128748E+017,el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,24,07/09/2016 19:54:43,night,20
Άμεση κινητοποίηση της κυβέρνησης για τις καταστροφές στην Καλαμάτα - Τι δήλωσαν Υπουργοί (video) διαβάστε https://t.co/Y88opFbnYr ,"7,73772848599011E+017",el,,N,N,Y,Y,4,N,N,N,Y,N,N,N,36,08/09/2016 06:39:57,night,31
Άμεση παρέμβαση Τζαβάρα στην Κυβέρνηση για επούλωση των ζημιών που προκάλεσαν οι πλημμύρες στην Ηλεία - ilia24.gr https://t.co/80wCrIarYQ ,"7,73796638741651E+017",el,,N,N,Y,Y,3,N,N,N,Y,N,N,N,36,08/09/2016 08:14:29,day,33
Ανακοίνωση ΚΚΕ για τις πλημμύρες https://t.co/8S6pSRPuQV https://t.co/XAf8zYdDB4 ,"7,73824945659011E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 10:06:58,day,35
Ανακοίνωση της Ομοσπονδίας οικοδόμων για τις πλημμύρες https://t.co/8Y8O1b1Tju https://t.co/DGDKxsxWPs ,"7,73951950307987E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 18:31:38,day,43
"Ανακοίνωση του ""Μορέα"" για τις πλημμύρες στη Μεσσηνία https://t.co/fqq31q5ll0 ","7,73942630925336E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 17:54:37,day,42
"Ανακοίνωση του ""Μορέα"" για τις πλημμύρες στη Μεσσηνία https://t.co/OaYhKCSR5w ","7,73943857729929E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 17:59:29,day,42
"Ανακοίνωση του ""Μορέα"" για τις πλημμύρες στη Μεσσηνία: Ανακοίνωση με αφορμή τις πλημμύρες… https://t.co/u2W0cxnnT3 ","7,73946032342401E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 18:08:07,day,43
Ανακοίνωση του Μορέα ΑΕ για τις πλημμύρες στην ΕΟ Κορίνθου - Τρίπολης - Καλαμάτας:          ... https://t.co/WO3OSCg6ix ,"7,73936107654263E+017",el,,N,N,Y,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 17:28:41,day,42
Ανείπωτη η καταστροφή στην Καλαμάτα! https://t.co/2boZ8MF4au ,7.7349212143315E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:04:27,day,13
Ανείπωτη η καταστροφή στην Καλαμάτα! https://t.co/7DXUeKuMZW ,7.73492077598417E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:04:16,day,13
Ανείπωτη η καταστροφή στην Καλαμάτα! https://t.co/gL2aobzkEF ,7.73492117381538E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:04:26,day,13
Ανείπωτη η καταστροφή στην Καλαμάτα! https://t.co/mPRjf4soqr ,7.73492110041444E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:04:24,day,13
ΑΝΕΙΠΩΤΗ ΤΡΑΓΩΔΙΑ στην Καλαμάτα: Νεκρή μία γυναίκα από την κακοκαιρία! https://t.co/8cBEo9k6oY https://t.co/sBuoI8URKX ,7.7340413225431E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:14:48,night,7
Ανεμοστρόβιλοι σάρωσαν το Κατάκολο – Μια γυναίκα νεκρή στην Καλαμάτα https://t.co/ctUa0YyzVG https://t.co/wN3kkxAnhR ,7.73439338185187E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 08:34:42,day,9
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτικ... https://t.co/NzSQMKiOn5 ,"7,73952255129035E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:32:51,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτικ... https://t.co/qwmw4Jz9Bs ,"7,73952251450622E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:32:50,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτικ... https://t.co/RPxQa44L2J ,"7,73948094245253E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:16:19,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτικ... https://t.co/S440KK4zNG ,"7,73952261248516E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:32:53,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτικ... https://t.co/zCN6cl13yH ,"7,73948098133434E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:16:20,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτική λέρ… https://t.co/ttohSMub76 ,"7,73953648435028E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:38:23,day,43
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτική λέρα… https://t.co/iWHL4at7Uj ,"7,73960731695813E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 19:06:32,day,44
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτική... https://t.co/6tTIMqprXa ,"7,73995321646952E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 21:23:59,night,46
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: Έλληνας πολίτης σκουπίζεται επιδεικτικά όταν τον… https://t.co/tYCFyEBlBS https://t.co/ugygp48n3o ,"7,74020030778315E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 23:02:10,night,48
Ανεπανάληπτη ξεφτίλα Σαμαρά στην Καλαμάτα: πολίτης σκουπίζεται επιδεικτικά όταν τον ακουμπά η πολιτική λέρα https://t.co/Vn9jsUy1Ri via ,"7,73945190562292E+017",el,,N,N,N,N,N,Y,Neg,N,N,N,N,N,48,08/09/2016 18:04:47,day,43
Ανοιξε ο αυτοκινητόδρομος Κόρινθος - Τρίπολη - Καλαμάτα - ΕΛΕΥΘΕΡΙΑ Online https://t.co/93WS4arbwW ,"7,73813921585197E+017",el,,N,N,Y,N,N,N,N,N,Y,N,N,N,36,08/09/2016 09:23:10,day,34
Ανοιξε ο αυτοκινητόδρομος Κόρινθος - Τρίπολη - Καλαμάτα https://t.co/a9KEEPemnp ,"7,73819554380255E+017",el,,N,N,Y,N,N,N,N,N,Y,N,N,N,36,08/09/2016 09:45:33,day,34
Ανοιξε ο αυτοκινητόδρομος Κόρινθος - Τρίπολη - Καλαμάτα: Κανονικά διεξάγεται πλέον η… https://t.co/THQXNCuWN8 ,"7,73833762085999E+017",el,,N,N,Y,N,N,N,N,N,Y,N,N,N,36,08/09/2016 10:42:00,day,35
Ανοιξε ο αυτοκινητόδρομος Κόρινθος – Τρίπολη – Καλαμάτα https://t.co/12ksBxFsIK https://t.co/USytNxdxiB ,"7,73843690993414E+017",el,,N,N,Y,N,N,N,N,N,Y,N,N,N,36,08/09/2016 11:21:27,day,36
Ανοχυρωτο το προπυργιο της ΝΔΤραγωδία στην Καλαμάτα: Τέσσερις οι νεκροί από την κακοκαιρία https://t.co/RB4wNJLNxo via @News247gr ,7.73535309237785E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,18,07/09/2016 14:56:03,day,15
ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομι... https://t.co/3a46p8DHkq ,7.73517732608303E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:46:13,day,14
ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομισιόν για τη στήρ… https://t.co/3a46p8m6sS ,7.73502855055602E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 12:47:06,day,13
ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομισιόν για τη… https://t.co/o10oCZHkwk ,7.73507426175681E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 13:05:16,day,14
ΑΝΥΠΑΡΚΤΗ Η ΚΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομισ... https://t.co/uoS2Lqcxp2 ,7.73504266514211E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 12:52:42,day,13
